1,1,PS,1,PS
2,1,Pair,2,PS
3,1,Hali,4,PS
4,1,Half Dozen,6,PS
5,1,Dozen,12,PS
6,1,Kuri,20,PS
7,1,Mound,40,PS
8,1,Reams,500,PS
